TRIP_CODE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,COUNTS,SAMPVOL_L
YON20140122,Prosobranch,NON-COPEPOD,Mollusc,,,102,28,0.5881824
DAR20140117_1950,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,11,0.2714688
DAR20140117_1950,Prosobranch,NON-COPEPOD,Mollusc,,,102,12,0.2714688
NSI20140623,Calanoid j,COPEPOD,Copepod,,,1100,98,0.622116
NSI20140623,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,2,1.244232
NSI20140623,Clausocalanus spp. f,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,1.244232
NSI20140623,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,3,0.622116
NSI20140623,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,2,0.622116
NSI20140623,Triconia spp. f,COPEPOD,Copepod,Triconia,spp.,128691,3,1.244232
NSI20140623,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,54,0.622116
NSI20140623,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,1,0.622116
NSI20140623,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,1,0.622116
NSI20140623,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,2,0.622116
NSI20140623,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,0.622116
NSI20140623,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,5,0.622116
NIN20130509,Bestiolina similis f,COPEPOD,Copepod,Bestiolina,similis,346152,1,0.28278
NIN20130509,Calanid CIV,COPEPOD,Copepod,,,104079,1,0.28278
NIN20130509,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,2,0.28278
NIN20130509,Cavoliniidae,NON-COPEPOD,Mollusc,,,23000,2,0.28278
PHB20131202,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,3,3.39336
PHB20131202,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,1.13112
PHB20131202,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,1.13112
MAI20140619,Clausocalanus parapergens f,COPEPOD,Copepod,Clausocalanus,parapergens,104507,2,8.4834
MAI20140619,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6,8.4834
MAI20140619,Mecynocera clausi f,COPEPOD,Copepod,Mecynocera,clausi,104616,2,8.4834
MAI20140619,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,4,8.4834
MAI20140619,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,22,8.4834
MAI20140619,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,48,8.4834
MAI20140619,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,8,8.4834
PHB20140120,Clausocalanus pergens f,COPEPOD,Copepod,Clausocalanus,pergens,104509,5,6.5831184
PHB20140120,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,5.485932
PHB20140120,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,348050,10,6.5831184
MAI20140516,Lucicutia spp. j,COPEPOD,Copepod,Lucicutia,spp.,104183,1,1.69668
MAI20140619,Temora turbinata f,COPEPOD,Copepod,Temora,turbinata,104880,8,8.4834
MAI20140619,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,4,8.4834
KAI20140122,Clytemnestra scutellata m,COPEPOD,Copepod,Clytemnestra,scutellata,115805,2,2.8278
KAI20140122,Ditrichocorycaeus anglicus m,COPEPOD,Copepod,Ditrichocorycaeus,anglicus,128805,1,2.8278
KAI20140122,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,12,2.8278
KAI20140122,Oncaea mediterranea complex f,COPEPOD,Copepod,Oncaea,mediterranea complex,128939,1,2.8278
KAI20140122,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,5,2.8278
KAI20140122,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,7,2.8278
KAI20140122,Chelophyes appendiculata,NON-COPEPOD,Cnidarian,Chelophyes,appendiculata,135417,1,2.8278
KAI20140122,Lucifer spp. m,NON-COPEPOD,Decapod,Lucifer,spp.,106827,1,2.8278
KAI20140122,Medusa,NON-COPEPOD,Cnidarian,,,135220,3,2.8278
KAI20140122,Thalia democratica sol,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,2,2.8278
MAI20140619,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,2,4.2417
PHB20131202,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,2.26224
PHB20131202,Spinoncaea spp. f,COPEPOD,Copepod,Spinoncaea,spp.,348050,2,2.26224
PHB20131202,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1,2.26224
PHB20131202,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,83,2.26224
PHB20131202,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,2.26224
MAI20140619,Pleuromamma gracilis f,COPEPOD,Copepod,Pleuromamma,gracilis,104639,1,4.2417
PHB20140120,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,1,1.0971864
PHB20140120,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,4,1.0971864
MAI20140703,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,2,5.93838
PHB20140120,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,2,1.0971864
NSI20140213,Fish egg,NON-COPEPOD,Fish,,,11676,1,0.622116
NSI20140306,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,34,0.622116
NSI20140306,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,1,0.622116
NSI20140306,Triconia spp. m,COPEPOD,Copepod,Triconia,spp.,128691,1,0.622116
NSI20140306,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,28,0.622116
NSI20140306,Flaccisagitta spp.,NON-COPEPOD,Chaetognath,Flaccisagitta,spp.,105406,1,0.622116
NSI20140306,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,23,0.622116
NSI20140306,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,47,0.622116
NSI20140306,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,21,0.622116
PHB20141208,Ctenocalanus vanus f,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,1.102842
PHB20141208,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,15,2.205684
PHB20141208,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,2,2.205684
PHB20141208,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,7,2.205684
PHB20141208,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,8,2.205684
MAI20150224,Acartia (Acartiura) tranteri f,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,36,4.2417
MAI20150224,Calanoid j,COPEPOD,Copepod,,,1100,49,4.2417
NSI20150304,Acartia spp. j,COPEPOD,Copepod,Acartia,spp.,104108,7,1.244232
NSI20150304,Corycaeidae j,COPEPOD,Copepod,,,128569,29,1.244232
NSI20150304,Nannocalanus minor CV,COPEPOD,Copepod,Nannocalanus,minor,104469,1,0.622116
MAI20150224,Oithona spp.,COPEPOD,Copepod,Oithona,spp.,106485,7,0.84834
MAI20150224,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,1,0.84834
MAI20150224,Pleuromamma spp. j,COPEPOD,Copepod,Pleuromamma,spp.,104191,16,4.2417
MAI20150224,Cephalopoda j,NON-COPEPOD,Cephalopod,,,11707,1,0.84834
NSI20150304,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,7,1.244232
NSI20150323,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.622116
NSI20150323,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,2,0.622116
NSI20150323,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,0.622116
NSI20150304,Parvocalanus crassirostris f,COPEPOD,Copepod,Parvocalanus,crassirostris,360051,7,1.244232
ROT20140624,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,1,0.509004
NSI20140213,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,1,0.622116
NSI20140213,Temora discaudata f,COPEPOD,Copepod,Temora,discaudata,220898,1,0.622116
ROT20140624,Oithona tenuis f,COPEPOD,Copepod,Oithona,tenuis,106658,1,0.509004
ROT20140624,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,2,0.763506
ROT20140624,Anthomedusae,NON-COPEPOD,Cnidarian,,,151687,1,0.509004
ROT20140624,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,5,0.509004
ROT20140624,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,28,0.509004
ROT20140624,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,4,0.509004
NSI20150304,Bivalve,NON-COPEPOD,Mollusc,,,105,9,1.244232
NSI20150304,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,16,1.244232
NSI20150304,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,9,1.244232
NSI20150323,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,1,0.622116
NSI20150304,Calocalanus pavo f,COPEPOD,Copepod,Calocalanus,pavo,104669,1,0.622116
NSI20150304,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.622116
NSI20150304,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,1,0.622116
NSI20150304,Prosobranch,NON-COPEPOD,Mollusc,,,102,1,0.622116
NSI20150323,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,13,0.622116
NSI20150323,Pelagobia longicirrata,NON-COPEPOD,Polychaete,Pelagobia,longicirrata,130219,1,0.622116
MAI20150224,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,4,1.69668
MAI20150224,Mecynocera spp. j,COPEPOD,Copepod,Mecynocera,spp.,104184,2,3.39336
MAI20150224,Microsetella norvegica f,COPEPOD,Copepod,Microsetella,norvegica,116115,4,3.39336
NSI20150323,Prosobranch,NON-COPEPOD,Mollusc,,,102,2,0.622116
PHB20141021,Clausocalanus farrani f (<1.00mm),COPEPOD,Copepod,Clausocalanus,farrani,220843,1,1.13112
PHB20141021,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,1.13112
PHB20141021,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,3,1.13112
PHB20141021,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,148,1.13112
PHB20141021,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,6,1.13112
PHB20141021,Evadne nordmanni m,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,20,1.13112
PHB20141021,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,3,1.13112
PHB20141021,Medusa,NON-COPEPOD,Cnidarian,,,135220,1,1.13112
PHB20141021,Prosobranch,NON-COPEPOD,Mollusc,,,102,1,1.13112
MAI20150224,Prosobranch,NON-COPEPOD,Mollusc,,,102,3,1.69668
PHB20141208,Ctenocalanus vanus m,COPEPOD,Copepod,Ctenocalanus,vanus,104510,1,1.102842
PHB20141021,Pseudevadne tergestina,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,8,1.13112
PHB20141112,Calanoid j,COPEPOD,Copepod,,,1100,93,1.1141532
PHB20141112,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,1,1.1141532
PHB20141112,Nauplii poecilostomatoida / cyclopoid,COPEPOD,Copepod,,,1103,88,1.1141532
PHB20141112,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,27,1.1141532
PHB20141112,Oncaea zernovi complex m,COPEPOD,Copepod,Oncaea,zernovi complex,128955,3,1.1141532
PHB20141112,Temora turbinata j,COPEPOD,Copepod,Temora,turbinata,104880,1,1.1141532
PHB20141112,Barnacle cyprid,NON-COPEPOD,Cirripedia,,,1082,1,1.1141532
PHB20141112,Doliolum spp.,NON-COPEPOD,Thaliacean,Doliolum,spp.,137222,2,1.1141532
PHB20141112,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,6,1.1141532
PHB20141112,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,1,1.1141532
PHB20141112,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,4,1.1141532
PHB20141112,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,1,1.1141532
PHB20141112,Podon spp.,NON-COPEPOD,Cladoceran,Podon,spp.,106269,2,1.1141532
PHB20141112,Unid invert larvae,NON-COPEPOD,Other,,,1066,3,1.1141532
MAI20150224,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,4,1.69668
MAI20150224,Oncaea spp. m 0.4<>0.7mm,COPEPOD,Copepod,Oncaea,spp.,128690,1,1.69668
ROT20140624,Euterpina acutifrons m,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.254502
ROT20140624,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,2,0.254502
ROT20140730,Calocalanus spp. f,COPEPOD,Copepod,Calocalanus,spp.,104193,4,1.527012
ROT20140730,Delibus nudus f,COPEPOD,Copepod,Delibus,nudus,363905,7,1.018008
ROT20140730,Oithona decipiens/similis f,COPEPOD,Copepod,Oithona,decipiens/similis,106485,3,1.527012
ROT20140730,Oithona plumifera f,COPEPOD,Copepod,Oithona,plumifera,106652,7,1.527012
ROT20140730,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,13,1.527012
ROT20140730,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,16,1.527012
ROT20140730,Corycaeidae j,COPEPOD,Copepod,,,128569,6,0.509004
ROT20140730,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,13,0.509004
ROT20140730,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,1,0.509004
ROT20140730,Unid invert larvae,NON-COPEPOD,Other,,,1066,1,0.509004
ROT20140319,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,2,0.509004
ROT20140319,Microsetella spp. j,COPEPOD,Copepod,Microsetella,spp.,115341,2,0.509004
ROT20140319,Temora discaudata f,COPEPOD,Copepod,Temora,discaudata,220898,1,0.509004
ROT20140319,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,10,0.509004
ROT20140319,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,10,0.509004
DAR20140403,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,16,0.3054024
DAR20140403,Bivalve,NON-COPEPOD,Mollusc,,,105,94,0.3054024
DAR20140403,Cypridina spp.,NON-COPEPOD,Ostracod,Cypridina,spp.,127520,4,0.3054024
DAR20140403,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,3,0.3054024
YON20140501,Candacia discaudata f,COPEPOD,Copepod,Candacia,discaudata,346235,1,0.2940912
PHB20140427,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,7,1.13112
PHB20140427,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,6,1.13112
PHB20140427,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,1.13112
PHB20140427,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,1,1.13112
PHB20140427,Bivalve,NON-COPEPOD,Mollusc,,,105,20,1.13112
PHB20140427,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,6,1.13112
PHB20140427,Doliolum nationalis,NON-COPEPOD,Thaliacean,Doliolum,nationalis,137247,4,1.13112
PHB20140427,Facetotecta cyprid,NON-COPEPOD,Thecostraca,,,150305,1,1.13112
PHB20140427,Fritillaria pellucida,NON-COPEPOD,Appendicularian,Fritillaria,pellucida,103386,1,1.13112
YON20140501,Euterpina acutifrons f,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.2940912
YON20140501,Oithona nana f,COPEPOD,Copepod,Oithona,nana,106651,13,0.2940912
YON20140501,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,38,0.2940912
YON20140501,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,31,0.2940912
YON20140501,Oncaea spp. m,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.2940912
YON20140501,Gastropod,NON-COPEPOD,Mollusc,,,101,1,0.2940912
YON20140501,Medusa,NON-COPEPOD,Cnidarian,,,135220,1,0.2940912
YON20140501,Obelia spp.,NON-COPEPOD,Cnidarian,Obelia,spp.,117034,2,0.2940912
YON20140501,Rhabdonella spp.,NON-COPEPOD,Ciliophora,Rhabdonella,spp.,183576,2,0.2940912
PHB20140515,Candacia bipinnata m,COPEPOD,Copepod,Candacia,bipinnata,104475,1,2.8278
PHB20140515,Clausocalanus farrani/jobei f (1.00mm>x<1.2mm),COPEPOD,Copepod,Clausocalanus,farrani/jobei,104504,2,2.8278
PHB20140515,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,104508,3,2.8278
PHB20140515,Corycaeidae j,COPEPOD,Copepod,,,128569,11,2.8278
PHB20140515,Euchaeta spp. j,COPEPOD,Copepod,Euchaeta,spp.,104174,2,2.8278
PHB20140515,Lucicutia flavicornis f,COPEPOD,Copepod,Lucicutia,flavicornis,104597,2,2.8278
PHB20140515,Macrosetella gracilis f,COPEPOD,Copepod,Macrosetella,gracilis,116382,1,2.8278
PHB20140515,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,5,2.8278
PHB20140515,Microsetella rosea m,COPEPOD,Copepod,Microsetella,rosea,116116,3,2.8278
PHB20140515,Oncaea venusta medium f,COPEPOD,Copepod,Oncaea,venusta medium,128954,6,2.8278
PHB20140515,Onychocorycaeus catus m,COPEPOD,Copepod,Onychocorycaeus,catus,128816,1,2.8278
PHB20140515,Triconia conifera complex f,COPEPOD,Copepod,Triconia,conifera complex,128957,1,2.8278
PHB20140515,Alciopidae,NON-COPEPOD,Polychaete,,,932,1,2.8278
PHB20140515,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,1,2.8278
PHB20140515,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,11,2.8278
PHB20140515,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,11,2.8278
KAI20140507,Acartia (Acartiura) tranteri m,COPEPOD,Copepod,Acartia (Acartiura),tranteri,346042,2,1.13112
KAI20140507,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,346252,1,1.13112
KAI20140507,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,15,1.13112
KAI20140507,Paracalanus indicus m,COPEPOD,Copepod,Paracalanus,indicus,104683,1,1.13112
KAI20140507,Cavoliniidae shell,NON-COPEPOD,Mollusc,,,23000,2,1.13112
KAI20140507,Decapod larvae,NON-COPEPOD,Decapod,,,1130,2,1.13112
KAI20140507,Facetotecta nauplii,NON-COPEPOD,Thecostraca,,,150305,1,1.13112
KAI20140507,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,1,1.13112
KAI20140507,Pentacrinoid larvae,NON-COPEPOD,Echinoderm,,,1806,1,1.13112
PHB20140317,Temora turbinata m,COPEPOD,Copepod,Temora,turbinata,104880,1,1.13112
KAI20140507,Prosobranch,NON-COPEPOD,Mollusc,,,102,3,1.13112
KAI20140507,Pseudevadne tergestina f,NON-COPEPOD,Cladoceran,Pseudevadne,tergestina,106278,1,1.13112
PHB20140317,Penilia avirostris f gravid,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,1,1.13112
PHB20140515,Solmundella bitentaculata,NON-COPEPOD,Cnidarian,Solmundella,bitentaculata,117267,1,2.8278
ROT20140519,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.509004
ROT20140519,Dioithona rigida f,COPEPOD,Copepod,Dioithona,rigida,220943,10,0.509004
ROT20140519,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,1,0.509004
ROT20140519,Nauplii harpacticoid,COPEPOD,Copepod,,,1102,1,0.509004
ROT20140519,Oncaea media f,COPEPOD,Copepod,Oncaea,media,128938,3,0.509004
ROT20140519,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,35,0.509004
ROT20140519,Bryozoan (Cyphonaute larvae),NON-COPEPOD,Bryozoan,,,146142,14,0.509004
ROT20140519,Ctenophore,NON-COPEPOD,Ctenophore,,,1248,1,0.509004
ROT20140519,Prosobranch,NON-COPEPOD,Mollusc,,,102,7,0.509004
PHB20140612,Calanoid j,COPEPOD,Copepod,,,1100,74,1.0971864
PHB20140612,Clausocalanus jobei f (>1.2mm),COPEPOD,Copepod,Clausocalanus,jobei,104504,1,1.0971864
PHB20140612,Clausocalanus paululus f,COPEPOD,Copepod,Clausocalanus,paululus,104508,1,1.0971864
PHB20140612,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,1,1.0971864
YON20140527,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.2940912
YON20140527,Microsetella norvegica m,COPEPOD,Copepod,Microsetella,norvegica,116115,4,0.5881824
YON20140527,Oithona simplex f,COPEPOD,Copepod,Oithona,simplex,106657,25,0.5881824
YON20140527,Foraminifera,NON-COPEPOD,Foraminifera,,,1410,1,0.2940912
YON20140527,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,8,0.5881824
PHB20140612,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,12,1.0971864
YON20140527,Prosobranch,NON-COPEPOD,Mollusc,,,102,16,0.5881824
YON20140527,Nauplii zooplankton,NON-COPEPOD,Other,,,1066,1,0.2940912
PHB20140612,Pontoeciella spp. j,COPEPOD,Copepod,Pontoeciella,spp.,135651,1,1.0971864
PHB20140612,Temora spp. j,COPEPOD,Copepod,Temora,spp.,104241,3,1.0971864
PHB20140612,Penilia avirostris f,NON-COPEPOD,Cladoceran,Penilia,avirostris,106272,3,1.0971864
PHB20140612,Physonectae,NON-COPEPOD,Cnidarian,,,135335,2,1.0971864
PHB20140612,Prosobranch,NON-COPEPOD,Mollusc,,,102,5,1.0971864
YON20140624,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,1,0.735228
YON20140624,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,11,1.0293192
MAI20141127,Oithona atlantica f,COPEPOD,Copepod,Oithona,atlantica,106642,2,0.84834
YON20140624,Oithona spp. j,COPEPOD,Copepod,Oithona,spp.,106485,80,0.735228
YON20140624,Oncaea spp. j,COPEPOD,Copepod,Oncaea,spp.,128690,2,0.735228
YON20140624,Onychocorycaeus agilis f,COPEPOD,Copepod,Onychocorycaeus,agilis,359743,1,0.735228
YON20140624,Undinula vulgaris f,COPEPOD,Copepod,Undinula,vulgaris,104473,1,0.735228
YON20140624,Bivalve,NON-COPEPOD,Mollusc,,,105,11,0.735228
YON20140624,Cavoliniidae body,NON-COPEPOD,Mollusc,,,23000,8,0.735228
YON20140624,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,11,0.735228
MAI20141127,Oncaea venusta complex m,COPEPOD,Copepod,Oncaea,venusta complex,128954,3,3.39336
MAI20141127,Paracalanus indicus f,COPEPOD,Copepod,Paracalanus,indicus,104683,86,3.39336
YON20140624,Polychaete larvae,NON-COPEPOD,Polychaete,,,883,4,0.735228
KAI20140713,Acartia (Acartia) danae f,COPEPOD,Copepod,Acartia (Acartia),danae,346026,2,1.13112
KAI20140713,Ditrichocorycaeus dahli f,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,1.13112
KAI20140713,Ditrichocorycaeus dahli m,COPEPOD,Copepod,Ditrichocorycaeus,dahli,764980,2,1.13112
KAI20140713,Euterpina acutifrons j,COPEPOD,Copepod,Euterpina,acutifrons,116162,7,1.13112
KAI20140713,Microsetella rosea f,COPEPOD,Copepod,Microsetella,rosea,116116,3,1.13112
KAI20140713,Oithona spp. small m,COPEPOD,Copepod,Oithona,spp.,106485,5,1.13112
KAI20140713,Oncaea scottodicarloi f,COPEPOD,Copepod,Oncaea,scottodicarloi,128950,1,1.13112
KAI20140713,Aglaura hemistoma,NON-COPEPOD,Cnidarian,Aglaura,hemistoma,117851,1,1.13112
PHB20140716,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,2,1.13112
KAI20140713,Oikopleuridae,NON-COPEPOD,Appendicularian,,,103356,22,1.13112
PHB20140716,Oncaea zernovi complex f,COPEPOD,Copepod,Oncaea,zernovi complex,128955,19,1.13112
DAR20140702,Corycaeidae j,COPEPOD,Copepod,,,128569,8,0.5429376
KAI20140713,Pluteus larva,NON-COPEPOD,Echinoderm,,,1806,1,1.13112
PHB20140716,Triconia spp. m,COPEPOD,Copepod,Triconia,spp.,128691,1,1.13112
DAR20140702,Ditrichocorycaeus andrewsi f,COPEPOD,Copepod,Ditrichocorycaeus,andrewsi,128804,1,0.2714688
DAR20140702,Creseis spp.,NON-COPEPOD,Mollusc,Creseis,spp.,137752,3,0.2714688
DAR20140702,Lucifer spp.,NON-COPEPOD,Decapod,Lucifer,spp.,106827,2,0.2714688
DAR20140702,Ostracod,NON-COPEPOD,Ostracod,,,1078,3,0.2714688
PHB20140716,Atlanta spp.,NON-COPEPOD,Mollusc,Atlanta,spp.,137687,1,1.13112
PHB20140716,Barnacle nauplii,NON-COPEPOD,Cirripedia,,,1082,1,1.13112
PHB20140716,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,6,1.13112
PHB20140716,Doliolum denticulatum,NON-COPEPOD,Thaliacean,Doliolum,denticulatum,137246,1,1.13112
PHB20140716,Fritillariidae,NON-COPEPOD,Appendicularian,,,103354,14,1.13112
PHB20140716,Ostracod,NON-COPEPOD,Ostracod,,,1078,1,1.13112
PHB20140716,Pluteus larva,NON-COPEPOD,Echinoderm,,,1806,1,1.13112
YON20140820,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1,0.735228
YON20140820,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,1,0.735228
YON20140820,Farranula spp. m,COPEPOD,Copepod,Farranula,spp.,128636,1,0.735228
YON20140820,Nauplii calanoid,COPEPOD,Copepod,,,1100,60,0.735228
YON20140820,Ditrichocorycaeus lubbocki f,COPEPOD,Copepod,Ditrichocorycaeus,lubbocki,128807,1,1.470456
YON20140820,Oithona attenuata typical f,COPEPOD,Copepod,Oithona,attenuata typical,220944,4,1.470456
YON20140820,Bivalve,NON-COPEPOD,Mollusc,,,105,5,0.735228
YON20140820,Chaetognatha,NON-COPEPOD,Chaetognath,,,2081,5,0.735228
YON20140820,Fish larvae,NON-COPEPOD,Fish,,,11676,2,0.735228
PHB20140716,Prosobranch,NON-COPEPOD,Mollusc,,,102,1,1.13112
YON20140820,Prosobranch,NON-COPEPOD,Mollusc,,,102,18,0.735228
MAI20141127,Limacina,NON-COPEPOD,Mollusc,Limacina,spp.,138122,5,3.39336
YON20140820,Rhabdonella spiralis,NON-COPEPOD,Ciliophora,Rhabdonella,spiralis,235763,1,0.735228
