TRIP_CODE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,SPCODE,CELL_COUNT,SAMPVOL_L
PHB20180724,Tripos gametes,Dinoflagellate,Tripos (gametes),spp.,494057,1,0.01425
PHB20180724,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,8,0.01425
PHB20180724,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3,0.0019
PHB20180905,Ciliate (Inc. tintinnid),Ciliate,,,11,4,0.00975
PHB20180905,Cryptophyta < 10 µm length,Flagellate,,,17638,8,0.00078
PHB20180905,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,5,0.00975
PHB20180905,Flagellate <10 µm fusiform,Flagellate,,,146222,4,0.00078
PHB20180905,Flagellate <10 µm round,Flagellate,,,146222,196,0.00078
PHB20180905,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,14,0.00975
PHB20180905,Gyrodinium spp. 10-20 µm,Dinoflagellate,Gyrodinium,spp.,,4,0.00975
PHB20180905,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,9,0.00975
PHB20180905,Navicula cf. 80-100 µm length,Pennate diatom,,,149031,2,0.00975
PHB20180905,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,7,0.00975
PHB20180905,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,9,0.00975
PHB20180905,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,2,0.00975
PHB20180905,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,3,0.00975
PHB20180905,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,264,0.0002925
PHB20180905,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.00975
PHB20180905,Tripos falcatus,Dinoflagellate,Tripos (Amphiceratium),falcatus,837220,1,0.00975
PHB20180905,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,10,0.00975
PHB20180927,Alexandrium spp.,Dinoflagellate,Alexandrium,spp.,109470,1,0.04
PHB20180927,Ascampbelliella spp.,Ciliate,Ascampbelliella,spp.,415082,2,0.04
PHB20180927,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,9,0.04
PHB20180927,Ciliate (naked < 25µm),Ciliate,,,11,19,0.04
PHB20180927,Codonellopsis morchella,Ciliate,Codonellopsis,morchella,240441,1,0.04
PHB20180927,Cryptophyta < 10 µm length,Flagellate,,,17638,29,0.002
PHB20180927,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,5,0.04
PHB20180927,Dinophysis acuminata,Dinoflagellate,Dinophysis,acuminata,109603,2,0.04
PHB20180927,Flagellate <10 µm fusiform,Flagellate,,,146222,27,0.002
PHB20180927,Flagellate <10 µm round,Flagellate,,,146222,142,0.002
PHB20180927,Laboea spp.,Ciliate,Laboea,spp.,101190,2,0.04
PHB20180927,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,1,0.04
PHB20180927,Navicula cf. 60-80 µm length,Pennate diatom,,,149031,4,0.04
PHB20180927,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,2,0.1
PHB20180927,Ormosella spp.,Ciliate,Ormosella,spp.,415724,1,0.04
PHB20180927,Pinus pollen,Other,,,,3,0.04
PHB20180927,Prasinophytes,Flagellate,,,17329,1,0.002
PHB20180927,Proboscia alata,Centric diatom,Proboscia,alata,149168,2,0.04
PHB20180927,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,2,0.04
PHB20180927,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,85,0.04
PHB20180927,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,8,0.04
PHB20180927,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.04
PHB20180927,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.04
PHB20180927,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,837456,1,0.04
PHB20180927,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,3,0.04
PHB20180927,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,11,0.002
PHB20181120,Amphisolenia spp.,Dinoflagellate,Amphisolenia,spp.,109459,1,0.1005
PHB20181120,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,2,0.01005
PHB20181120,Cerataulina spp.,Centric diatom,Cerataulina,spp.,149236,1,0.01005
PHB20181120,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,1,0.01005
PHB20181120,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,17,0.01005
PHB20181120,Ciliate (Inc. tintinnid),Ciliate,,,11,1,0.01005
PHB20181120,Cryptophyta < 10 µm length,Flagellate,,,17638,18,0.00201
PHB20181120,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,26,0.01005
PHB20181120,Flagellate <10 µm fusiform,Flagellate,,,146222,2,0.00201
PHB20181120,Flagellate <10 µm round,Flagellate,,,146222,139,0.00201
PHB20181120,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.01005
PHB20181120,Laboea spp.,Ciliate,Laboea,spp.,101190,2,0.01005
PHB20181120,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,1,0.01005
PHB20181120,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,46,0.01005
PHB20181120,Licmophora spp. < 150 µm,Pennate diatom,Licmophora,spp.,149342,1,0.01005
PHB20181120,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,69,0.01005
PHB20181120,Navicula cf. 100-120 µm length,Pennate diatom,,,149031,1,0.01005
PHB20181120,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,1,0.01005
PHB20181120,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,6,0.1005
PHB20181120,Octactis octonaria,Silicoflagellate,Octactis,octonaria,375970,38,0.01005
PHB20181120,Prasinophytes,Flagellate,,,17329,1,0.00201
PHB20181120,Proboscia alata,Centric diatom,Proboscia,alata,149168,2,0.01005
PHB20181120,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,14,0.01005
PHB20181120,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,89,0.01005
PHB20181120,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,2,0.01005
PHB20181120,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,149117,1,0.01005
PHB20181120,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.01005
PHB20181120,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,60,0.01005
PHB20181120,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,6,0.01005
PHB20181120,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.01005
PHB20181120,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.01005
PHB20181120,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,10,0.01005
PHB20181120,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,2,0.00201
PHB20181218,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,6,0.0012
PHB20181218,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,5,0.0012
PHB20181218,Ciliate (naked 25-50 µm),Ciliate,,,11,5,0.0012
PHB20181218,Cryptophyta < 10 µm length,Flagellate,,,17638,1,0.0009
PHB20181218,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,20,0.0012
PHB20181218,Flagellate <10 µm fusiform,Flagellate,,,146222,18,0.0009
PHB20181218,Flagellate <10 µm round,Flagellate,,,146222,213,0.0009
PHB20181218,Guinardia striata,Centric diatom,Guinardia,striata,149113,7,0.0012
PHB20181218,Laboea spp.,Ciliate,Laboea,spp.,101190,1,0.0012
PHB20181218,Lauderia spp.,Centric diatom,Lauderia,spp.,149134,5,0.0012
PHB20181218,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,229,0.0012
PHB20181218,Lioloma cf. spp.,Pennate diatom,Lioloma cf.,spp.,292726,1,0.0012
PHB20181218,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,149145,5,0.0012
PHB20181218,Prasinophytes,Flagellate,,,17329,1,0.0009
PHB20181218,Proboscia alata,Centric diatom,Proboscia,alata,149168,12,0.0012
PHB20181218,Prorocentrum gracile,Dinoflagellate,Prorocentrum,gracile,110300,1,0.0012
PHB20181218,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.0012
PHB20181218,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.0012
PHB20181218,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,5,0.0012
PHB20181218,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,5,0.0012
PHB20181218,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.0012
PHB20181218,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,840626,1,0.0012
PHB20181218,Tripos vultur,Dinoflagellate,Tripos (Tripoceratium),vultur,838205,1,0.1
PHB20181218,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,6,0.0009
PHB20190121,Brachidinium spp.,Dinoflagellate,Brachidinium,spp.,231770,1,0.0035
PHB20190121,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,7,0.0035
PHB20190121,Ceratoperidinium falcatum,Dinoflagellate,Ceratoperidinium,falcatum,839164,4,0.0035
PHB20190121,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,50,0.0035
PHB20190121,Ciliate (naked 25-50 µm),Ciliate,,,11,3,0.0035
PHB20190121,Ciliate (naked < 25µm),Ciliate,,,11,21,0.0035
PHB20190121,Cryptophyta < 10 µm length,Flagellate,,,17638,4,0.0013
PHB20190121,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,4,0.0035
PHB20190121,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,30,0.0035
PHB20190121,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,1,0.0035
PHB20190121,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,1,0.0035
PHB20190121,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,149130,6,0.0035
PHB20190121,Flagellate <10 µm fusiform,Flagellate,,,146222,35,0.0013
PHB20190121,Flagellate <10 µm round,Flagellate,,,146222,178,0.0013
PHB20190121,Gymnodinioid dinoflagellate 40-50 µm,Dinoflagellate,,,109392,1,0.0035
PHB20190121,Gyrodinium spp. 40-60 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.0035
PHB20190121,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,60,0.0035
PHB20190121,Navicula cf. 100-120 µm length,Pennate diatom,,,149031,2,0.0035
PHB20190121,Navicula cf. 40-60 µm length,Pennate diatom,,,149031,2,0.0035
PHB20190121,Noctiluca scintillans,Dinoflagellate,Noctiluca,scintillans,109921,1,0.1
PHB20190121,Podolampas spp.,Dinoflagellate,Podolampas,spp.,109550,1,0.0035
PHB20190121,Prasinophytes,Flagellate,,,17329,13,0.0013
PHB20190121,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,109487,1,0.0035
PHB20190121,Prorocentrum gracile,Dinoflagellate,Prorocentrum,gracile,110300,3,0.0035
PHB20190121,Prymnesiophytes,Flagellate,,,115057,7,0.0013
PHB20190121,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,60,0.0035
PHB20190121,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,13,0.0035
PHB20190121,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,1,0.0035
PHB20190121,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,109545,2,0.0035
PHB20190121,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,2,0.0035
PHB20190121,Tripos azoricus,Dinoflagellate,Tripos (Tripoceratium),azoricus,837310,1,0.0035
PHB20190121,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,840627,1,0.0035
PHB20190121,Tripos horridus,Dinoflagellate,Tripos (Tripoceratium),horridus,837453,1,0.0035
PHB20190121,Tripos longirostrus,Dinoflagellate,Tripos (Amphiceratium),longirostrus,837227,1,0.0035
PHB20190121,Unid diatom,Diatom,,,148899,20,0.0035
PHB20190121,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,4,0.0035
PHB20190121,Unid dinoflagellate 30 - 50 µm,Dinoflagellate,,,146203,1,0.0035
PHB20190121,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,7,0.0013
PHB20190121,Unid dinoflagellate > 10 µm,Dinoflagellate,,,146203,1,0.0035
PHB20190227,Alexandrium spp.,Dinoflagellate,Alexandrium,spp.,109470,1,0.0456
PHB20190227,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,149619,2,0.0456
PHB20190227,Cryptophyta < 10 µm length,Flagellate,,,17638,1,0.00228
PHB20190227,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,5,0.0456
PHB20190227,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,248064,10,0.0456
PHB20190227,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,109462,1,0.0456
PHB20190227,Flagellate <10 µm fusiform,Flagellate,,,146222,31,0.00228
PHB20190227,Flagellate <10 µm round,Flagellate,,,146222,94,0.00228
PHB20190227,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,163241,3,0.0456
PHB20190227,Guinardia striata,Centric diatom,Guinardia,striata,149113,12,0.0456
PHB20190227,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,1,0.0456
PHB20190227,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,7,0.0456
PHB20190227,Oxytoxum scolopax,Dinoflagellate,Oxytoxum,scolopax,110115,1,0.0456
PHB20190227,Prasinophytes,Flagellate,,,17329,2,0.00228
PHB20190227,Proboscia alata,Centric diatom,Proboscia,alata,149168,1,0.0456
PHB20190227,Prorocentrum gracile,Dinoflagellate,Prorocentrum,gracile,110300,85,0.0456
PHB20190227,Rhizosolenia bergonii,Centric diatom,Rhizosolenia,bergonii,196811,1,0.0456
PHB20190227,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,149069,2,0.0456
PHB20190227,Tripos azoricus,Dinoflagellate,Tripos (Tripoceratium),azoricus,837310,1,0.0456
PHB20190227,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3,0.00228
PHB20190408,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,2,0.0426
PHB20190408,Ciliate (naked < 25µm),Ciliate,,,11,12,0.0426
PHB20190408,Climacodium spp.,Centric diatom,Climacodium,spp.,196803,10,0.0426
PHB20190408,Cryptophyta < 10 µm length,Flagellate,,,17638,22,0.0011715
PHB20190408,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,39,0.0426
PHB20190408,Dactyliosolen spp.,Centric diatom,Dactyliosolen,spp.,149309,9,0.0426
PHB20190408,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,1,0.0426
PHB20190408,Flagellate <10 µm fusiform,Flagellate,,,146222,67,0.0011715
PHB20190408,Flagellate <10 µm round,Flagellate,,,146222,130,0.0011715
PHB20190408,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.0426
PHB20190408,Mesodinium rubrum,Ciliate,Mesodinium,rubrum,232069,5,0.0426
PHB20190408,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,1,0.0426
PHB20190408,Phaeocystis spp. (solitary),Flagellate,Phaeocystis,spp.,115088,1,0.0011715
PHB20190408,Prasinophytes,Flagellate,,,17329,5,0.0011715
PHB20190408,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.0426
PHB20190408,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,7,0.0426
PHB20190408,Tintinnina ,Ciliate,,,732976,1,0.0426
PHB20190408,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,140,0.0426
PHB20190408,Tripos candelabrum,Dinoflagellate,Tripos (Ceratium),candelabrum,841193,1,0.0426
PHB20190408,Tripos macroceros,Dinoflagellate,Tripos (Tripoceratium),macroceros,841260,1,0.0426
PHB20190408,Unid diatom,Diatom,,,148899,1,0.0426
PHB20190408,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,9,0.0011715
PHB20190522,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,162254,1,0.01
PHB20190522,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,9,0.01
PHB20190522,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,149288,3,0.01
PHB20190522,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,25,0.01
PHB20190522,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,5,0.01
PHB20190522,Ciliate (Inc. tintinnid),Ciliate,,,11,4,0.01
PHB20190522,Climacodium frauenfeldianum,Centric diatom,Climacodium,frauenfeldianum,196804,1,0.01
PHB20190522,Cryptophyta < 10 µm length,Flagellate,,,17638,6,0.0012
PHB20190522,Cylindrical diatom,Centric diatom,,,148899,6,0.01
PHB20190522,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,16,0.01
PHB20190522,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,37,0.01
PHB20190522,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,2,0.1
PHB20190522,Flagellate <10 µm fusiform,Flagellate,,,146222,4,0.0012
PHB20190522,Flagellate <10 µm round,Flagellate,,,146222,203,0.0012
PHB20190522,Guinardia cylindrus,Centric diatom,Guinardia,cylindrus,163241,5,0.01
PHB20190522,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,1,0.01
PHB20190522,Guinardia spp.,Centric diatom,Guinardia,spp.,149111,1,0.01
PHB20190522,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,4,0.01
PHB20190522,Haslea wawrikae,Pennate diatom,Haslea,wawrikae,248063,1,0.01
PHB20190522,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,64,0.01
PHB20190522,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,9,0.01
PHB20190522,Pennate diatom > 100 µm,Pennate diatom,,,148899,4,0.01
PHB20190522,Proboscia alata,Centric diatom,Proboscia,alata,149168,1,0.01
PHB20190522,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,109553,1,0.01
PHB20190522,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,65,0.01
PHB20190522,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,14,0.01
PHB20190522,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,5,0.01
PHB20190522,Salpingella spp.,Ciliate,Salpingella,spp.,183566,1,0.01
PHB20190522,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,1,0.01
PHB20190522,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,6,0.01
PHB20190522,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,148912,1,0.01
PHB20190522,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,150,0.005
PHB20190522,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,842517,2,0.1
PHB20190522,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,5,0.01
PHB20190626,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,8,0.0396
PHB20190626,Ciliate (Inc. tintinnid),Ciliate,,,11,21,0.0396
PHB20190626,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,148917,1,0.0396
PHB20190626,Cryptophyta < 10 µm length,Flagellate,,,17638,20,0.001386
PHB20190626,Cylindrical diatom,Centric diatom,,,148899,5,0.0396
PHB20190626,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,17,0.0396
PHB20190626,Dadayiella ganymedes,Ciliate,Dadayiella,ganymedes,183542,1,0.0396
PHB20190626,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,157463,1,0.0396
PHB20190626,Dictyocha speculum,Silicoflagellate,Dictyocha,speculum,157260,4,0.0396
PHB20190626,Flagellate <10 µm fusiform,Flagellate,,,146222,2,0.001386
PHB20190626,Flagellate <10 µm round,Flagellate,,,146222,186,0.001386
PHB20190626,Guinardia delicatula,Centric diatom,Guinardia,delicatula,149112,1,0.0396
PHB20190626,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,4,0.0396
PHB20190626,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,9,0.0396
PHB20190626,Laboea spp.,Ciliate,Laboea,spp.,101190,1,0.0396
PHB20190626,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,109528,1,0.0396
PHB20190626,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,3,0.0396
PHB20190626,Proboscia alata,Centric diatom,Proboscia,alata,149168,2,0.0396
PHB20190626,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,11,0.0396
PHB20190626,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,5,0.0396
PHB20190626,Radiolarian,Radiozoa,,,196831,1,0.0396
PHB20190626,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,149092,4,0.0396
PHB20190626,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,14,0.0396
PHB20190626,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,24,0.0396
PHB20190626,Trichodesmium spp.,Cyanobacteria,Trichodesmium,spp.,177604,50,0.0396
PHB20190626,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,20,0.0396
PHB20190626,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,3,0.001386
PHB20190729,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,149118,37,0.00407
PHB20190729,Centric diatom 30-40 µm,Centric diatom,,,,1,0.00407
PHB20190729,Cerataulina spp. ~150 µm length,Centric diatom,Cerataulina,spp.,149236,2,0.00407
PHB20190729,Chaetoceros atlanticus,Centric diatom,Chaetoceros (Phaeoceros),atlanticus,149288,10,0.00407
PHB20190729,Chaetoceros lorenzianus,Centric diatom,Chaetoceros (Hyalochaete),lorenzianus,156617,3,0.00407
PHB20190729,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,148985,94,0.00407
PHB20190729,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,148985,13,0.00407
PHB20190729,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,148985,60,0.00407
PHB20190729,Ciliate (Inc. tintinnid),Ciliate,,,11,1,0.00407
PHB20190729,Cryptophyta < 10 µm length,Flagellate,,,17638,21,0.00121
PHB20190729,Cylindrical diatom,Centric diatom,,,148899,14,0.00407
PHB20190729,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,11,0.00407
PHB20190729,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,149310,19,0.00407
PHB20190729,Flagellate <10 µm fusiform,Flagellate,,,146222,6,0.00121
PHB20190729,Flagellate <10 µm round,Flagellate,,,146222,174,0.00121
PHB20190729,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,149132,3,0.00407
PHB20190729,Guinardia striata,Centric diatom,Guinardia,striata,149113,5,0.00407
PHB20190729,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,1,0.00407
PHB20190729,Helicotheca tamesis,Centric diatom,Helicotheca,tamesis,157440,2,0.00407
PHB20190729,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,163249,3,0.00407
PHB20190729,Lauderia annulata < 70 µm length,Centric diatom,Lauderia,annulata,149135,12,0.00407
PHB20190729,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,149106,9,0.00407
PHB20190729,Pennate diatom 25 - 50 µm,Pennate diatom,,,148899,1,0.00407
PHB20190729,Pennate diatom 50 - 75 µm,Pennate diatom,,,148899,5,0.00407
PHB20190729,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,149181,1,0.00407
PHB20190729,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,149153,14,0.00407
PHB20190729,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,149152,21,0.00407
PHB20190729,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,149116,2,0.00407
PHB20190729,Rhizosolenia setigera,Centric diatom,Rhizosolenia,setigera,149115,1,0.00407
PHB20190729,Skeletonema spp.,Centric diatom,Skeletonema,spp.,149073,16,0.00407
PHB20190729,Thalassionema spp. > 100 µm length,Pennate diatom,Thalassionema,spp.,149092,2,0.00407
PHB20190729,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,148912,2,0.00407
PHB20190729,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,148912,12,0.00407
PHB20190729,Unid dinoflagellate 10 - 30 µm,Dinoflagellate,,,146203,3,0.00407
PHB20190729,Unid dinoflagellate < 10 µm,Dinoflagellate,,,146203,4,0.00121
PHB20190827,Ciliate (Inc. tintinnid),Ciliate,,,11,60,0.0434
PHB20190827,Cryptophyta < 10 µm length,Flagellate,,,17638,31,0.000651
PHB20190827,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,149004,4,0.0434
PHB20190827,Dinophysis acuminata,Dinoflagellate,Dinophysis,acuminata,109603,1,0.0434
PHB20190827,Dinophysis tripos,Dinoflagellate,Dinophysis,tripos,109662,2,0.1085
PHB20190827,Flagellate <10 µm fusiform,Flagellate,,,146222,23,0.000651
PHB20190827,Flagellate <10 µm round,Flagellate,,,146222,155,0.000651
PHB20190827,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,,,109392,19,0.0434
PHB20190827,Gyrodinium spp. 20-40 µm,Dinoflagellate,Gyrodinium,spp.,109476,13,0.0434
PHB20190827,Heterosigma spp.,Flagellate,Heterosigma,spp.,160584,106,0.0434
PHB20190827,Laboea spp.,Ciliate,Laboea,spp.,101190,1,0.0434
PHB20190827,Leptocylindrus mediterraneus (with flagellates),Centric diatom,Leptocylindrus,mediterraneus,149230,1,0.0434
PHB20190827,Navicula cf. 20-40 µm length,Pennate diatom,,,149031,4,0.0434
