SAMPLE,TAXON_NAME,TAXON_GROUP,GENUS,SPECIES,CELL_COUNT,SAMPVOL_L
427,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,4,0.02525
427,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,3,0.02525
427,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,27,0.02525
427,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,9,0.02525
427,Chrysophyceae,Flagellate,(null),(null),3,0.000404
427,Ciliate (Inc. tintinnid),Ciliate,(null),(null),1,0.02525
427,Cryptophyta < 10 µm length,Flagellate,(null),(null),1,0.000404
427,Cyanobacteral filament,Cyanobacteria,(null),(null),197,0.0101
427,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,92,0.02525
427,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,4,0.02525
427,Diploneis spp.,Pennate diatom,Diploneis,spp.,1,0.02525
427,Flagellate <10 µm round,Flagellate,(null),(null),225,0.000404
427,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,19,0.02525
427,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,1,0.02525
427,Mastogloia spp.,Pennate diatom,Mastogloia,spp.,1,0.02525
427,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),2,0.02525
427,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),26,0.02525
427,Navicula cf. 80-100 µm length,Pennate diatom,(null),(null),1,0.02525
427,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,3,0.02525
427,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,2,0.02525
427,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.02525
427,Prasinophytes,Flagellate,(null),(null),4,0.000404
427,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,1,0.02525
427,Prorocentrum lima,Dinoflagellate,Prorocentrum,lima,1,0.02525
427,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,0.02525
427,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,70,0.02525
427,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,201,0.02525
427,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,2,0.02525
427,Rhabdonella spp.,Ciliate,Rhabdonella,spp.,1,0.02525
427,Rhizosolenia pungens,Centric diatom,Rhizosolenia,pungens,1,0.02525
427,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,1,0.02525
427,Salpingella spp.,Ciliate,Salpingella,spp.,1,0.02525
427,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,1,0.02525
427,Strombidium spp.,Ciliate,Strombidium,spp.,3,0.02525
427,Surirella spp.,Pennate diatom,Surirella,spp.,2,0.02525
427,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,63,0.02525
427,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,1,0.02525
427,Tripos trichoceros,Dinoflagellate,Tripos (Tripoceratium),trichoceros,1,0.02525
427,Undella spp.,Ciliate,Undella,spp.,1,0.02525
427,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),2,0.000404
427,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),32,0.02525
428,Amphora spp.,Pennate diatom,Amphora,spp.,1,0.01021
428,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,5,0.01021
428,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,32,0.01021
428,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,4,0.01021
428,Ciliate (Inc. tintinnid),Ciliate,(null),(null),1,0.01021
428,Climacodium spp.,Centric diatom,Climacodium,spp.,2,0.01021
428,Cryptophyta < 10 µm length,Flagellate,(null),(null),3,0.0002042
428,Cyanobacteral filament,Cyanobacteria,(null),(null),246,0.0003063
428,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,52,0.01021
428,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,2,0.01021
428,Flagellate <10 µm round,Flagellate,(null),(null),275,0.0002042
428,Fragilaria spp.,Pennate diatom,Fragilaria,spp.,28,0.01021
428,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,28,0.01021
428,Guinardia striata,Centric diatom,Guinardia,striata,5,0.01021
428,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,34,0.01021
428,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,1,0.01021
428,Hemiaulus indicus,Centric diatom,Hemiaulus,indicus,1,0.01021
428,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,7,0.01021
428,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),12,0.01021
428,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),1,0.01021
428,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,3,0.01021
428,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.01021
428,Prasinophytes,Flagellate,(null),(null),6,0.0002042
428,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,2,0.01021
428,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.01021
428,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,306,0.01021
428,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,7,0.01021
428,Pseudosolenia spp. ~30 µm cell width,Centric diatom,Pseudosolenia,spp.,4,0.01021
428,Rhabdonella spp.,Ciliate,Rhabdonella,spp.,3,0.01021
428,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,3,0.01021
428,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,3,0.01021
428,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,6,0.01021
428,Surirella spp.,Pennate diatom,Surirella,spp.,1,0.01021
428,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,88,0.01021
428,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,1,0.01021
428,Tripos muelleri,Dinoflagellate,Tripos (Tripoceratium),muelleri,1,0.1021
428,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),29,0.01021
429,Amphora spp.,Pennate diatom,Amphora,spp.,5,0.024975
429,Asteromphalus spp.,Centric diatom,Asteromphalus,spp.,1,0.024975
429,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,20,0.024975
429,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,7,0.024975
429,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,7,0.024975
429,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,12,0.024975
429,Ciliate (Inc. tintinnid),Ciliate,(null),(null),19,0.024975
429,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,5,0.0999
429,Coscinodiscus spp. 200-300 µm,Centric diatom,Coscinodiscus,spp.,2,0.0999
429,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,4,0.024975
429,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,200,0.024975
429,Cyttarocylis spp.,Ciliate,Cyttarocylis,spp.,2,0.024975
429,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,1,0.024975
429,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,2,0.024975
429,Dinophysis spp.,Dinoflagellate,Dinophysis,spp.,2,0.024975
429,Diploneis spp.,Pennate diatom,Diploneis,spp.,1,0.024975
429,Ditylum brightwellii > 40 µm width,Centric diatom,Ditylum,brightwellii,9,0.024975
429,Euglenida,Flagellate,(null),(null),2,0.024975
429,Foraminifera,Foraminifera,(null),(null),2,0.024975
429,Guinardia striata,Centric diatom,Guinardia,striata,1,0.024975
429,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),11,0.024975
429,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,10,0.024975
429,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,8,0.024975
429,Mastogloia spp.,Pennate diatom,Mastogloia,spp.,2,0.024975
429,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,1,0.024975
429,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),3,0.024975
429,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),37,0.024975
429,Navicula cf. 200-250 µm length,Pennate diatom,(null),(null),1,0.024975
429,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),8,0.024975
429,Navicula septentrionalis,Pennate diatom,Navicula,septentrionalis,1,0.024975
429,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,3,0.024975
429,Paralia sulcata,Centric diatom,Paralia,sulcata,7,0.024975
429,Planktoniella sol,Centric diatom,Planktoniella,sol,2,0.024975
429,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,14,0.024975
429,Pleurosigma spp. > 450 µm,Pennate diatom,Pleurosigma,spp.,1,0.024975
429,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,2,0.024975
429,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.024975
429,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,44,0.024975
429,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,33,0.024975
429,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,2,0.024975
429,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,4,0.024975
429,Thalassionema nitzschioides,Pennate diatom,Thalassionema,nitzschioides,150,0.024975
429,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,11,0.024975
429,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,25,0.024975
429,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,3,0.024975
429,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,1,0.024975
429,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),20,0.024975
431,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,32,0.03992
431,Cerataulina pelagica,Centric diatom,Cerataulina,pelagica,3,0.03992
431,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,0.03992
431,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,26,0.03992
431,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,39,0.03992
431,Cyanobacteral filament,Cyanobacteria,(null),(null),120,0.03992
431,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,23,0.03992
431,Dactyliosolen fragilissimus <150 µm length,Centric diatom,Dactyliosolen,fragilissimus,31,0.03992
431,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,10,0.03992
431,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,3,0.03992
431,Flagellate <10 µm round,Flagellate,(null),(null),177,0.0016966
431,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,14,0.03992
431,Guinardia striata,Centric diatom,Guinardia,striata,11,0.03992
431,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,3,0.03992
431,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,18,0.03992
431,Hemiaulus spp.,Centric diatom,Hemiaulus,spp.,7,0.03992
431,Lauderia spp.,Centric diatom,Lauderia,spp.,1,0.03992
431,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,34,0.03992
431,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,55,0.03992
431,Meuniera membranacea,Pennate diatom,Meuniera,meuniera,7,0.03992
431,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),12,0.03992
431,Proboscia alata,Centric diatom,Proboscia,alata,7,0.03992
431,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,137,0.03992
431,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,4,0.03992
431,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,15,0.03992
431,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,5,0.03992
431,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,9,0.03992
431,Tripos furca,Dinoflagellate,Tripos (Ceratium),furca,2,0.03992
431,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),4,0.03992
432,Actinopoda,Radiozoa,(null),(null),1,0.0398
432,Ciliate (Inc. tintinnid),Ciliate,(null),(null),7,0.0398
432,Climacodium spp.,Centric diatom,Climacodium,spp.,2,0.0398
432,Cryptophyta < 10 µm length,Flagellate,(null),(null),2,0.000995
432,Cyanobacteria cluster,Cyanobacteria,(null),(null),21,0.0398
432,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,10,0.0398
432,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,1,0.0398
432,Eutintinnus spp.,Ciliate,Eutintinnus,spp.,1,0.0398
432,Flagellate <10 µm round,Flagellate,(null),(null),241,0.0000995
432,Foraminifera,Foraminifera,(null),(null),1,0.0398
432,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),45,0.0398
432,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,9,0.0398
432,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,1,0.0398
432,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,4,0.0398
432,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),17,0.0398
432,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,16,0.0398
432,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,2,0.0398
432,Prorocentrum lima,Dinoflagellate,Prorocentrum,lima,3,0.0398
432,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,14,0.0398
432,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,2,0.0398
432,Prymnesiophytes,Flagellate,(null),(null),6,0.000995
432,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,3,0.0398
432,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,4,0.0398
432,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,3,0.0398
432,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,7,0.0398
432,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,2,0.0398
432,Tripos lineatus,Dinoflagellate,Tripos (Ceratium),lineatus,1,0.0398
432,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),9,0.000995
432,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),14,0.0398
433,Asterionellopsis spp. ~50 µm length,Pennate diatom,Asterionellopsis,spp.,24,0.0396
433,Chaetoceros peruvianus < 40 µm cell width,Centric diatom,Chaetoceros (Phaeoceros),peruvianus,1,0.0396
433,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,24,0.0396
433,Ciliate (Inc. tintinnid),Ciliate,(null),(null),11,0.0396
433,Climacodium spp.,Centric diatom,Climacodium,spp.,8,0.0396
433,Codonellopsis spp.,Ciliate,Codonellopsis,spp.,4,0.0396
433,Cryptophyta < 10 µm length,Flagellate,(null),(null),4,0.00198
433,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,88,0.0396
433,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,5,0.0396
433,Ditylum brightwellii < 40 µm width,Centric diatom,Ditylum,brightwellii,1,0.0396
433,Flagellate <10 µm round,Flagellate,(null),(null),319,0.00198
433,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,13,0.0396
433,Guinardia striata,Centric diatom,Guinardia,striata,3,0.0396
433,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),14,0.0396
433,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,6,0.0396
433,Helicotheca spp.,Centric diatom,Helicotheca,spp.,1,0.0396
433,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,16,0.0396
433,Leptocylindrus minimus,Centric diatom,Leptocylindrus,minimus,20,0.0396
433,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),34,0.0396
433,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),3,0.0396
433,Nitzschia cf. bicapitata,Pennate diatom,Nitzschia,cf. bicapitata,2,0.0396
433,Octactis octonaria,Silicoflagellate,Octactis,octonaria,4,0.0396
433,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,0.0396
433,Pennate diatom > 10 µm,Pennate diatom,(null),(null),1,0.0396
433,Phaeocystis spp. (colony),Flagellate,Phaeocystis,spp.,1,0.0396
433,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.0396
433,Proboscia alata,Centric diatom,Proboscia,alata,4,0.0396
433,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,7,0.0396
433,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,4,0.0396
433,Prymnesiophytes,Flagellate,(null),(null),1,0.00198
433,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,74,0.0396
433,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,6,0.0396
433,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,7,0.0396
433,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,10,0.0396
433,Strombidium spp.,Ciliate,Strombidium,spp.,1,0.0396
433,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,5,0.0396
433,Thalassiosira spp. 40-60 µm,Centric diatom,Thalassiosira,spp.,2,0.0396
433,Tintinnopsis spp.,Ciliate,Tintinnopsis,spp.,19,0.0396
433,Tripos fusus,Dinoflagellate,Tripos (Amphiceratium),fusus,1,0.0396
433,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),1,0.00198
433,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),16,0.0396
434,Acantharia,Radiozoa,(null),(null),1,0.1004
434,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,3,0.1004
434,Chaetoceros convolutus,Centric diatom,Chaetoceros (Phaeoceros),convolutus,64,0.1004
434,Climacodium spp.,Centric diatom,Climacodium,spp.,8,0.1004
434,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,22,0.1004
434,Flagellate <10 µm fusiform,Flagellate,(null),(null),2,0.002008
434,Flagellate <10 µm round,Flagellate,(null),(null),3,0.002008
434,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,3,0.1004
434,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,2,0.1004
434,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,2,0.1004
434,Hemiaulus indicus,Centric diatom,Hemiaulus,indicus,1,0.1004
434,Hemiaulus membranaceus,Centric diatom,Hemiaulus,membranaceus,8,0.1004
434,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,29,0.1004
434,Leptocylindrus mediterraneus,Centric diatom,Leptocylindrus,mediterraneus,159,0.1004
434,Licmophora spp. < 150 µm,Pennate diatom,Licmophora,spp.,1,0.1004
434,Navicula cf. 100-120 µm length,Pennate diatom,(null),(null),3,0.1004
434,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),4,0.1004
434,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),13,0.1004
434,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,18,0.1004
434,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,2,0.1004
434,Phalacroma rotundatum,Dinoflagellate,Phalacroma,rotundatum,1,0.1004
434,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,2,0.1004
434,Pronoctiluca spp.,Dinoflagellate,Pronoctiluca,spp.,3,0.1004
434,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.1004
434,Protoperidinium spp.,Dinoflagellate,Protoperidinium,spp.,1,0.1004
434,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,23,0.1004
434,Raphidophytes,Flagellate,(null),(null),1,0.002008
434,Rhizosolenia setigera group,Centric diatom,Rhizosolenia,cf. setigera,2,0.1004
434,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,0.1004
434,Strombidium spp.,Ciliate,Strombidium,spp.,13,0.1004
434,Thalassionema spp. < 100 µm length,Pennate diatom,Thalassionema,spp.,3,0.1004
434,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,2,0.1004
434,Tripos kofoidii,Dinoflagellate,Tripos (Ceratium),kofoidii,16,0.1004
434,Unid dinoflagellate < 10 µm,Dinoflagellate,(null),(null),2,0.002008
435,Acanthostomella spp.,Ciliate,Acanthostomella,spp.,1,0.03796
435,Amphora spp.,Pennate diatom,Amphora,spp.,1,0.03796
435,Ascampbelliella spp.,Ciliate,Ascampbelliella,spp.,2,0.03796
435,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,1,0.03796
435,Chaetoceros densus,Centric diatom,Chaetoceros (Phaeoceros),densus,3,0.03796
435,Chaetoceros spp. 10-20 µm,Centric diatom,Chaetoceros,spp.,9,0.03796
435,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,1,0.03796
435,Ciliate (Inc. tintinnid),Ciliate,(null),(null),15,0.03796
435,Coccolithophore cf.,Coccolithophore,(null),(null),1,0.03796
435,Cocconeis spp.,Pennate diatom,Cocconeis,spp.,1,0.03796
435,Coscinodiscus spp. 150-200 µm,Centric diatom,Coscinodiscus,spp.,2,0.03796
435,Coscinodiscus spp. 60-80 µm,Centric diatom,Coscinodiscus,spp.,5,0.03796
435,Coscinodiscus spp. 80-100 µm,Centric diatom,Coscinodiscus,spp.,2,0.03796
435,Cryptophyta < 10 µm length,Flagellate,(null),(null),1,0.0004745
435,Cyanobacteria coccoid chain,Cyanobacteria,(null),(null),10,0.03796
435,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,31,0.03796
435,Dactyliosolen phuketensis,Centric diatom,Dactyliosolen,phuketensis,1,0.03796
435,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,4,0.03796
435,Diploneis spp.,Pennate diatom,Diploneis,spp.,3,0.03796
435,Eucampia spp. <100 µm cell length,Centric diatom,Eucampia,spp.,2,0.03796
435,Eutreptiella spp.,Flagellate,Eutreptiella,spp.,4,0.03796
435,Flagellate <10 µm round,Flagellate,(null),(null),216,0.0004745
435,Foraminifera,Foraminifera,(null),(null),1,0.03796
435,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,10,0.03796
435,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,5,0.03796
435,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),8,0.03796
435,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),3,0.03796
435,Octactis octonaria,Silicoflagellate,Octactis,octonaria,1,0.03796
435,Odontella mobiliensis,Centric diatom,Odontella,mobiliensis,1,0.03796
435,Ornithocercus spp.,Dinoflagellate,Ornithocercus,spp.,1,0.0949
435,Oxytoxum spp.,Dinoflagellate,Oxytoxum,spp.,1,0.03796
435,Prorocentrum spp.,Dinoflagellate,Prorocentrum,spp.,1,0.03796
435,Prorocentrum triestinum,Dinoflagellate,Prorocentrum,triestinum,1,0.03796
435,Protoperidinium pellucidum,Dinoflagellate,Protoperidinium,pellucidum,1,0.03796
435,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,13,0.03796
435,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,11,0.03796
435,Pyrophacus horologicum,Dinoflagellate,Pyrophacus,horologicum,1,0.0949
435,Rhizosolenia imbricata group,Centric diatom,Rhizosolenia,cf. imbricata,1,0.03796
435,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,1,0.0949
435,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,5,0.03796
435,Rotalia spp.,Foraminifera,Rotalia,spp.,1,0.0949
435,Thalassiosira spp. 10-20 µm,Centric diatom,Thalassiosira,spp.,9,0.03796
435,Thalassiosira spp. 20-40 µm,Centric diatom,Thalassiosira,spp.,6,0.03796
435,Unid dinoflagellate > 10 µm,Dinoflagellate,(null),(null),22,0.03796
436,Bacteriastrum spp.,Centric diatom,Bacteriastrum,spp.,7,0.0408
436,Chaetoceros spp. 20-30 µm,Centric diatom,Chaetoceros,spp.,16,0.0408
436,Chaetoceros spp. < 10 µm cell width,Centric diatom,Chaetoceros,spp.,6,0.0408
436,Ciliate (Inc. tintinnid),Ciliate,(null),(null),8,0.0408
436,Cylindrotheca closterium,Pennate diatom,Cylindrotheca,closterium,9,0.0408
436,Dictyocha fibula,Silicoflagellate,Dictyocha,fibula,4,0.0408
436,Diploneis spp.,Pennate diatom,Diploneis,spp.,8,0.0408
436,Flagellate <10 µm fusiform,Flagellate,(null),(null),1,0.00204
436,Flagellate <10 µm round,Flagellate,(null),(null),177,0.00204
436,Foraminifera,Foraminifera,(null),(null),1,0.0408
436,Fragilariopsis spp.,Pennate diatom,Fragilariopsis,spp.,10,0.0408
436,Grammatophora spp.,Pennate diatom,Grammatophora,spp.,1,0.0408
436,Guinardia flaccida <150 µm length,Centric diatom,Guinardia,flaccida,5,0.0408
436,Gymnodinioid dinoflagellate 10-20 µm,Dinoflagellate,(null),(null),1,0.0408
436,Gyrodinium spp.,Dinoflagellate,Gyrodinium,spp.,5,0.0408
436,Hemiaulus hauckii,Centric diatom,Hemiaulus,hauckii,3,0.0408
436,Leptocylindrus danicus,Centric diatom,Leptocylindrus,danicus,3,0.0408
436,Navicula cf. 20-40 µm length,Pennate diatom,(null),(null),8,0.0408
436,Navicula cf. 40-60 µm length,Pennate diatom,(null),(null),6,0.0408
436,Navicula cf. 60-80 µm length,Pennate diatom,(null),(null),4,0.0408
436,Nitzschia spp.,Pennate diatom,Nitzschia,spp.,1,0.0408
436,Pennate diatom > 10 µm,Pennate diatom,(null),(null),3,0.0408
436,Pleurosigma spp. < 150 µm,Pennate diatom,Pleurosigma,spp.,1,0.0408
436,Proboscia alata ~ 50 µm cell width,Centric diatom,Proboscia,alata,1,0.0408
436,Protorhabdonella spp.,Ciliate,Protorhabdonella,spp.,1,0.0408
436,Prymnesiophytes,Flagellate,(null),(null),3,0.00204
436,Pseudo-nitzschia delicatissima complex <=3 µm,Pennate diatom,Pseudo-nitzschia,delicatissima complex,10,0.0408
436,Pseudo-nitzschia seriata complex >3 µm,Pennate diatom,Pseudo-nitzschia,seriata complex,4,0.0408
436,Rhabdonella spp.,Ciliate,Rhabdonella,spp.,1,0.0408
436,Rhaphoneis amphiceros,Pennate diatom,Rhaphoneis,amphiceros,1,0.0408
436,Rhizosolenia robusta,Centric diatom,Rhizosolenia,robusta,2,0.102
436,Rhizosolenia spp.,Centric diatom,Rhizosolenia,spp.,1,0.0408
436,Scrippsiella spp.,Dinoflagellate,Scrippsiella,spp.,2,0.0408
