SAMPLE,TAXON_NAME,TAXON_GROUP,TAXON_GRP01,GENUS,SPECIES,SPCODE,ZOOP_ABUNDANCE_M3
813,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,6.4297
829,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,3.5363
909,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,7.0726
998,Oncaea venusta typica f,COPEPOD,Copepod,Oncaea,venusta typica,363803,3.5363
17,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,3.1434
42,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,15.717
195,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,2.1432
301,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,2.5719
410,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,1.7682
384,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,7.8585
520,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,15.717
469,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,68.0061
715,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,3.5363
533,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,5.239
639,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,3.5363
703,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,14.1453
841,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,14.1453
861,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,190.9612
885,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,3.5363
900,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,6.4297
877,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,31.4339
1063,Oncaea waldemari f,COPEPOD,Copepod,Oncaea,waldemari,360846,63.6537
497,Ditrichocorycaeus anglicus m,COPEPOD,Copepod,Ditrichocorycaeus,anglicus,128805,1.0104
617,Clausocalanus minor f,COPEPOD,Copepod,Clausocalanus,minor,220842,1.837
639,Clausocalanus minor f,COPEPOD,Copepod,Clausocalanus,minor,220842,7.0726
19,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,93.965
547,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,3.5363
748,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,12.3771
1010,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,1.4145
1011,Evadne spinifera f,NON-COPEPOD,Cladoceran,Evadne,spinifera,106274,21.2179
379,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,8.8408
446,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,9.4302
737,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,2.3575
891,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,141.4527
1149,Evadne nordmanni f,NON-COPEPOD,Cladoceran,Evadne,nordmanni,106273,155.598
443,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,3.9292
731,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,5.4405
537,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,6.4297
621,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,6.8006
781,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,14.1453
744,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,13.6012
906,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,15.717
1062,Leptothecata,NON-COPEPOD,Cnidarian,(null),(null),13552,20.8019
188,Calocalanus plumulosus m,COPEPOD,Copepod,Calocalanus,plumulosus,211848,0.5894
538,Calocalanus plumulosus m,COPEPOD,Copepod,Calocalanus,plumulosus,211848,6.4297
126,Candacia bipinnata f,COPEPOD,Copepod,Candacia,bipinnata,104475,1.0104
547,Candacia bipinnata f,COPEPOD,Copepod,Candacia,bipinnata,104475,3.5363
797,Candacia bipinnata m,COPEPOD,Copepod,Candacia,bipinnata,104475,1.7682
366,Candacia bradyi f,COPEPOD,Copepod,Candacia,bradyi,346234,2.8291
426,Candacia bradyi m,COPEPOD,Copepod,Candacia,bradyi,346234,13.6012
74,Candacia bradyi m,COPEPOD,Copepod,Candacia,bradyi,346234,7.8585
169,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,3.5363
284,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,6.4297
37,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,2.9469
5,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,3.2148
171,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,2.1432
198,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1.1788
133,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1.3261
21,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,0.7073
357,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,16.9743
445,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,4.4204
536,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,14.1453
532,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,7.8585
653,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,15.717
656,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,5.4405
633,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,13.6012
728,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,3.5363
703,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,7.0726
791,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,66.306
748,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,1.7682
785,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,12.8593
815,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,6.4297
827,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,14.1453
818,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,15.3753
829,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,3.5363
885,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,3.5363
1086,Candacia spp. j,COPEPOD,Copepod,Candacia,spp.,104157,10.881
162,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,12.8593
45,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,20.4018
57,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,7.8585
425,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,13.6012
532,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,5.239
661,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,44.204
623,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,15.717
637,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,3.2148
707,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,3.5363
717,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,2.2669
782,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,14.1453
775,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,7.8585
776,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,3.9292
870,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,12.8593
848,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,7.8585
873,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,15.717
990,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,14.1453
989,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,17.6816
995,Canthocalanus pauper f,COPEPOD,Copepod,Canthocalanus,pauper,220834,8.8408
162,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,19.289
147,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,6.0623
14,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,2.7202
72,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,82.24
58,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,15.717
384,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,7.8585
360,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,47.1509
498,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,6.4297
1079,Canthocalanus pauper m,COPEPOD,Copepod,Canthocalanus,pauper,220834,26.5224
399,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,3.6741
457,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,2.3894
547,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,10.609
640,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,1.4145
754,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,4.7151
843,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,3.2148
1053,Centropages australiensis f,COPEPOD,Copepod,Centropages,australiensis,346252,4.7151
174,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,346252,1.7682
55,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,346252,0.3215
393,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,346252,0.0354
640,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,346252,1.4145
1053,Centropages australiensis m,COPEPOD,Copepod,Centropages,australiensis,346252,33.0056
105,Centropages bradyi f,COPEPOD,Copepod,Centropages,bradyi,104491,2.9469
30,Centropages bradyi f,COPEPOD,Copepod,Centropages,bradyi,104491,0.2105
754,Centropages bradyi f,COPEPOD,Copepod,Centropages,bradyi,104491,4.7151
399,Centropages bradyi m,COPEPOD,Copepod,Centropages,bradyi,104491,1.837
755,Centropages bradyi m,COPEPOD,Copepod,Centropages,bradyi,104491,1.5717
737,Centropages bradyi m,COPEPOD,Copepod,Centropages,bradyi,104491,2.3575
102,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,1.7682
290,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,3.2148
84,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,9.8231
125,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,16.3215
65,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,0.9823
824,Centropages furcatus f,COPEPOD,Copepod,Centropages,furcatus,104495,27.2024
303,Centropages furcatus m,COPEPOD,Copepod,Centropages,furcatus,104495,3.5363
533,Centropages furcatus m,COPEPOD,Copepod,Centropages,furcatus,104495,15.717
750,Centropages furcatus m,COPEPOD,Copepod,Centropages,furcatus,104495,6.4297
174,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,104159,1.7682
89,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,104159,8.1607
472,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,104159,20.4018
795,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,104159,3.5363
839,Centropages spp. j,COPEPOD,Copepod,Centropages,spp.,104159,1.886
483,Centropages orsinii f,COPEPOD,Copepod,Centropages,orsinii,220901,3.2148
795,Centropages orsinii f,COPEPOD,Copepod,Centropages,orsinii,220901,3.5363
118,Centropages orsinii m,COPEPOD,Copepod,Centropages,orsinii,220901,7.8585
818,Centropages orsinii m,COPEPOD,Copepod,Centropages,orsinii,220901,15.3753
738,Tortanus (Tortanus) gracilis m,COPEPOD,Copepod,Tortanus (Tortanus),gracilis,720560,7.8585
286,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,21.4322
34,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,5.3045
66,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,6.4297
137,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,6.4297
122,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.2148
4,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,2.3575
196,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,0.1088
297,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.2148
298,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.2148
21,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1.0609
75,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,0.7578
427,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.8861
387,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.9292
446,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,7.8585
447,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,4.4204
409,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.2148
494,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,4.3222
518,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.6085
651,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,6.2868
730,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.5363
699,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,7.8585
701,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,94.3018
717,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,9.0675
757,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,14.1453
814,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,12.8593
843,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,6.4297
888,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,14.1453
1086,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,38.0834
1146,Clausocalanus arcuicornis f,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,7.0726
11,Clausocalanus arcuicornis m,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,1.4145
289,Clausocalanus arcuicornis m,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,3.2148
531,Clausocalanus arcuicornis m,COPEPOD,Copepod,Clausocalanus,arcuicornis,104502,4.7151
80,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,4.0415
138,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,66.7971
107,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1.263
84,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,13.7523
167,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,19.289
109,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1.0104
193,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,5.3045
60,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3.5363
202,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,0.7073
115,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,7.8585
114,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,526.5185
173,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,13.6012
172,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1.0104
21,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,0.3536
75,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,0.5052
281,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1.0401
432,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,7.0726
436,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,7.0726
439,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,70.7264
443,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,19.6462
376,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,12.8593
391,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1.4735
357,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,28.2905
367,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3.2148
395,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,38.578
438,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,196.4621
488,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3.5363
491,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,141.4527
520,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,31.4339
559,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,58.9386
529,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,0.943
547,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,106.0895
649,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,24.7542
695,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,31.8269
673,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,12.8593
739,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,63.6537
769,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,141.4527
804,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,19.289
796,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,1.7682
823,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,152.7046
807,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,7.0726
869,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,6.4297
848,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,31.4339
863,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3.1434
900,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,6.4297
911,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,70.7264
981,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,3.5363
1080,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,8.8408
1010,Clausocalanus furcatus f,COPEPOD,Copepod,Clausocalanus,furcatus,104503,9.9017
3,Clausocalanus furcatus m,COPEPOD,Copepod,Clausocalanus,furcatus,104503,9.6445
79,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.0104
49,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.4735
122,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.2148
141,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,7.8585
90,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,74.6556
42,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,19.6462
116,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.2148
434,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,47.1509
487,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
515,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.6457
532,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,7.8585
672,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.3575
756,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,21.2179
786,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,15.717
909,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
983,Clausocalanus spp. j,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
177,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,4.4204
33,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,31.4339
135,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,10.478
138,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,11.7877
69,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,12.8593
179,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
171,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.1432
200,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.2148
77,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.5259
168,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.9292
97,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.0208
297,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
280,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.4735
302,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.2148
427,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.943
440,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,15.717
401,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,19.4497
397,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.2102
395,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
460,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,23.5755
483,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
501,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
524,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.8861
526,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,5.4405
527,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.2669
556,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,62.8679
652,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,2.7202
665,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,13.6012
640,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,15.5598
645,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,12.8593
684,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,7.8585
677,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,18.8604
678,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,7.0726
699,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,15.717
674,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
711,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,12.8593
758,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,84.8716
754,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,23.5755
767,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
764,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.7721
765,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,0.1849
797,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,1.7682
822,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,14.434
799,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,47.1509
839,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,0.943
870,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
908,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,14.2882
876,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,62.8679
901,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
874,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,3.5363
1002,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,6.4297
999,Clausocalanus spp. m,COPEPOD,Copepod,Clausocalanus,spp.,104161,9.4302
71,Clytemnestra scutellata f,COPEPOD,Copepod,Clytemnestra,scutellata,115805,2.6195
486,Clytemnestra scutellata f,COPEPOD,Copepod,Clytemnestra,scutellata,115805,0.5239
648,Clytemnestra scutellata f,COPEPOD,Copepod,Clytemnestra,scutellata,115805,4.7151
198,Agetus limbatus f,COPEPOD,Copepod,Agetus,limbatus,128796,1.1788
448,Ditrichocorycaeus spp. m,COPEPOD,Copepod,Ditrichocorycaeus,spp.,128635,0.2009
876,Ditrichocorycaeus spp. m,COPEPOD,Copepod,Ditrichocorycaeus,spp.,128635,15.717
450,Farranula spp.,COPEPOD,Copepod,Farranula,spp.,128636,6.4297
6,Thalia democratica,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,31.8269
388,Thalia democratica,NON-COPEPOD,Thaliacean,Thalia,democratica,137279,25.1472
454,Labidocera minuta m,COPEPOD,Copepod,Labidocera,minuta,220921,1.0104
144,Tortanus spp. j,COPEPOD,Copepod,Tortanus,spp.,157683,7.8585
418,Platyhelminthes j,NON-COPEPOD,Platyhelminthes,(null),(null),793,5.1251
410,Platyhelminthes j,NON-COPEPOD,Platyhelminthes,(null),(null),793,1.7682
